X,Y
35.21366725525652,25.168691979186384
39.40565465290477,31.569116048072164
23.52847557154172,67.45144558009676
34.167412664453,26.327693733192437
18.322530028267302,1.149447127298231
11.388117230249406,53.57945942939602
68.52271620957221,71.83956058421614
85.20476212244306,50.07517961828164
77.21803169637859,0.008798243328078659
43.02208853896471,21.794248297934217
45.382196398409306,14.572801331082541
40.87482764312275,60.3301637997266
50.10825908682316,25.5917484898469
81.74231494706405,31.335475450542415
46.57635034333985,3.618759534003213
3.044662562529299,69.69428294935001
26.46650811514054,60.48564049050588
75.41102343012301,13.417633175341981
31.95485852469392,44.24546312483329
59.158637140853024,61.320679121537665
80.85265357246656,28.225985584361734
79.20820868071618,26.390390931123587
96.70078289284194,65.22246741429221
89.17360953867625,4.889290002140035
76.89273751179692,1.833471933253561
74.56914609075554,92.33213454818842
94.17359302393655,2.236260595348738
70.13598300098597,55.54022195379725
27.04810303467119,43.418044883400796
88.71801833038705,54.13748814538424
12.665150196025,11.421720908387666
51.688281908456716,72.65260093990177
10.119743642094459,74.05199915339013
32.1597768746795,90.28537119422967
79.85420672033958,30.462445918189196
65.2220553904306,96.57666743065649
62.43271941763312,32.754252071901156
62.6827311317579,47.60433093482882
96.35004124243903,32.71230729187708
20.173612582661804,37.9363677166192
11.739284220945411,99.58827247848836
4.729161611328603,8.123124322979224
59.960318776683806,80.46692474305401
77.995603522547,32.992039438195775
26.580016490216508,7.2190473095216205
52.33143497741405,28.78654093977747
10.09868172555245,65.59938473489784
28.25770318824129,76.20673045921951
61.434085678779496,30.596042386903534
95.06563882449464,58.653294298397206
