X,Y
16.314318643026457,24.53882700812281
32.19735687730854,10.875911607713864
18.393402184698754,23.279295443894444
21.15453381354965,16.03322955091726
23.063333857780027,9.79018518222978
23.68403468113417,16.42059306444674
13.948632567952899,18.598385365509202
21.479260835504775,24.04052054557392
16.385541204763758,23.081662415013575
20.127342563425792,17.600733307222484
29.87718102413089,23.93159197678575
27.45111546141944,20.270207298092892
26.216043962905786,18.85466928906169
21.495867254123368,12.987323003601823
22.96067330859978,12.816132832758038
17.68039427827885,10.892682226936266
18.047403944529787,16.62173451038493
17.037435706470234,25.533496185489355
23.78726427469135,21.665519066718332
24.145790772340455,20.304918498709615
25.407939280379516,28.70854628568254
18.836553250596666,19.72365009409499
22.90302526173102,27.830746855952246
21.69728358756738,18.721370996572233
8.654525407498204,23.24156166249184
18.977709643745136,15.57949584537171
16.76839464629859,27.750543244296665
29.14198546701312,21.037333042710802
21.918388846355715,11.818475756958644
20.337748266275884,12.64478536129575
14.24389489395258,19.021078305928004
19.672604743846403,16.12780007661068
20.111593296516464,14.53481340980603
16.06782231042949,13.404749864704307
17.662443621075674,19.946249801786223
22.062521041510806,15.232790294640306
28.00200383941977,11.741623731608538
16.406131918319552,15.372250048193443
22.269104421120215,20.33643411162906
21.171256630797153,19.18894205773437
15.347298539462457,17.93908257020223
11.040725009380406,20.87381866152082
14.31610700185472,23.25686610510285
8.731188240270523,24.246917645288168
23.336953180487747,9.52170348547541
26.06518814502695,22.828802217045798
22.202530328799522,10.50905575029346
18.84925869535457,10.609967551404631
17.30701346733138,15.43321750370087
12.650684633547781,14.067142444645041
22.24975857976673,33.240218203686055
20.501035545859843,22.75892868821341
20.12329936435919,23.44053894763895
14.918409796656196,22.624020909732973
24.053742099928225,27.490498239911602
31.887894961184543,10.441192863963973
19.93778352595807,16.77156765214862
23.759867112277757,21.376760107636596
28.462423794003485,34.71517212810053
19.311575935736393,22.258566139939933
23.50263971527235,19.15746011667049
21.17239090075026,14.545907919576509
17.629211445348858,20.011700817526886
25.04287013306841,22.542781786489414
21.495054276661623,22.92966406288468
22.82190159347428,12.594657090181244
15.41124406912504,18.97749588885863
19.488435644600155,21.127104519318216
26.50917842409659,21.061631256133168
18.029886129743065,17.568458449068025
20.663375865050053,22.38829880455383
12.607227782825309,16.110610153689816
20.064857519008097,31.198161570636987
24.194755227302146,16.39636354828408
22.747832155456308,21.554293127722765
19.09827255182509,25.616575394088645
20.314689644610485,23.212670813725587
16.998618049364516,19.69260991376092
19.303649908704333,14.50104217862755
20.318818047602004,22.359015619134844
15.422211753431837,13.484583226288402
20.415525049292082,22.083103631052275
16.174923311836345,23.268761574802138
23.276310922770428,14.595045365308806
18.918091796541184,16.806664814143467
21.044675400676443,17.725512603309276
12.529398138778276,17.495530113960307
17.828636066044663,31.391503039346453
16.77467549052038,21.285801375682528
28.01617145037557,25.36844242761334
22.86170159906421,18.17913770531332
18.829407959812055,15.847790102784526
22.617437877410914,23.51417720943097
18.481892300047665,11.597127481445316
13.801411234286544,24.708004388422445
20.642732681647995,31.047725414103557
25.281469866231916,19.932209513530463
17.994369107035027,21.389805388349124
20.152947684745694,21.697933788492087
20.93790825738016,21.930260355029105
10.453180468338964,14.44067069134812
12.728849006278342,21.139156697809995
18.28591080930395,8.47452508218771
13.060908062905312,11.666492867485713
25.341556198566636,24.35815180662665
13.687565773809958,22.528640569068976
14.546154120342472,21.36917207780865
19.072091827908146,18.48938214922147
25.05038525224227,15.227849587051203
15.296760119206482,17.937289750172766
20.506212313345664,22.412833243937005
25.366508951901153,19.52240383427429
22.013461362035383,27.805853871262002
20.66807442919237,16.914751811914815
14.653932142943077,16.44877190795606
19.70718171718136,30.179345925546524
14.715395371783064,23.530838305233125
8.663393023916942,19.59023754344486
16.25625686012502,15.05292146173252
18.292732797644636,17.975022911346834
22.063494221724074,26.775939596822134
5.618765811445812,19.762075053834
24.863353617189695,14.046114072161348
19.435171286652125,17.533482369672768
17.62764726490807,21.45361820360374
23.0039954463336,14.16528625477525
11.270377554916854,25.527472787763337
20.166128085847394,19.270611233405255
20.165624826148196,18.145481041681762
29.12351763816958,15.286846519196688
19.60912905413643,13.03531327844659
15.540098195617514,22.466743920051826
19.87277417699379,21.96655336404521
16.584206807163763,24.120049348128767
17.475614597639936,24.22278399667192
17.547660367605378,17.8624456465812
17.405192015732716,14.156440431953925
23.168420457063228,28.107505045778527
16.563042713957095,23.31958632218208
19.421445885124374,15.201866829794414
26.58545974951561,13.883458877885378
14.479337003769922,25.37154917079115
14.545992132807001,13.323214057586055
23.242552889384577,29.369559711624845
17.810369232442156,31.20261842859967
18.604771444606236,12.872976379609796
18.370704123108652,17.085571073818592
12.597264765852874,14.554372860859601
22.380235903854228,20.536170444525375
21.85140464345461,15.509964836805569
24.394208913967773,24.5249485676491
9.631349128457474,6.134950403935424
19.65094318451157,22.698432748661403
21.228623512040866,23.761434285631296
15.18383147584027,12.556254759039023
26.494451900864288,12.45221776866492
18.975973162661706,15.328316729581351
20.731990039589448,21.784283892538657
